EpochTime,CurrentPlaybackTime,CurrentBufferSize,CurrentPlaybackState,Action,Bitrate
0,0,0,INITIAL_BUFFERING,Starting,0
0,0,0,INITIAL_BUFFERING,Starting,0
0.00013685226440429688,0,1,INITIAL_BUFFERING,Writing,45226
0.0017173290252685547,0,1,PLAY,InitialBuffering-Play,0
0.0020546913146972656,0,0,PLAY,StillPlaying,45226
0.8215174674987793,0,1,PLAY,Writing,88783.0
2.5845587253570557,2,2,PLAY,Writing,128503.0
4.00252890586853,4,1,PLAY,StillPlaying,88783.0
5.373989820480347,5,2,PLAY,Writing,177437.0
8.002515316009521,8,1,PLAY,StillPlaying,128503.0
8.21156930923462,8,2,PLAY,Writing,217761.0
10.737775802612305,10,3,PLAY,Writing,255865.0
12.002397298812866,12,2,PLAY,StillPlaying,177437.0
13.344114065170288,13,3,PLAY,Writing,323047.0
15.919092655181885,15,4,PLAY,Writing,255865.0
16.0023934841156,16,3,PLAY,StillPlaying,217761.0
20.002394676208496,20,2,PLAY,StillPlaying,255865.0
20.236688137054443,20,3,PLAY,Writing,323047.0
22.47558283805847,22,4,PLAY,Writing,255865.0
24.002429723739624,24,3,PLAY,StillPlaying,323047.0
28.002403020858765,28,2,PLAY,StillPlaying,255865.0
29.56379985809326,29,3,PLAY,Writing,323047.0
32.00240683555603,32,2,PLAY,StillPlaying,323047.0
32.906163692474365,32,3,PLAY,Writing,255865.0
36.0026171207428,36,2,PLAY,StillPlaying,255865.0
37.05248665809631,37,3,PLAY,Writing,323047.0
40.00260257720947,40,2,PLAY,StillPlaying,323047.0
40.352930545806885,40,3,PLAY,Writing,255865.0
44.00241804122925,44,2,PLAY,StillPlaying,255865.0
44.60919737815857,44,3,PLAY,Writing,323047.0
46.82442307472229,46,4,PLAY,Writing,255865.0
48.00257062911987,48,3,PLAY,StillPlaying,323047.0
51.81087517738342,51,4,PLAY,Writing,323047.0
52.00242257118225,52,3,PLAY,StillPlaying,255865.0
56.00257420539856,56,2,PLAY,StillPlaying,323047.0
56.268819093704224,56,3,PLAY,Writing,255865.0
58.97132134437561,58,4,PLAY,Writing,217761.0
60.00255608558655,60,3,PLAY,StillPlaying,255865.0
61.79760718345642,61,4,PLAY,Writing,255865.0
63.105953216552734,63,5,PLAY,Writing,177437.0
64.00260281562805,64,4,PLAY,StillPlaying,323047.0
64.37682723999023,64,5,PLAY,Writing,217761.0
65.49523425102234,65,6,PLAY,Writing,255865.0
66.70137476921082,66,7,PLAY,Writing,323047.0
67.8093318939209,67,8,PLAY,Writing,378355.0
68.0024311542511,68,7,PLAY,StillPlaying,255865.0
69.73082542419434,69,8,PLAY,Writing,509091.0
72.00244951248169,72,7,PLAY,StillPlaying,217761.0
72.346120595932,72,8,PLAY,Writing,577751.0
76.00250124931335,76,7,PLAY,StillPlaying,255865.0
76.7858338356018,76,8,PLAY,Writing,782553.0
79.43568658828735,79,9,PLAY,Writing,577751.0
80.0024106502533,80,8,PLAY,StillPlaying,177437.0
