EpochTime,CurrentPlaybackTime,CurrentBufferSize,CurrentPlaybackState,Action,Bitrate
0,0,0,INITIAL_BUFFERING,Starting,0
0,0,0,INITIAL_BUFFERING,Starting,0
0.00080108642578125,0,1,INITIAL_BUFFERING,Writing,45226
0.006229400634765625,0,1,PLAY,InitialBuffering-Play,0
0.00798177719116211,0,0,PLAY,StillPlaying,45226
0.3595869541168213,0,1,PLAY,Writing,88783.0
0.9394876956939697,0,2,PLAY,Writing,128503.0
1.7879395484924316,1,3,PLAY,Writing,177437.0
2.7793257236480713,2,4,PLAY,Writing,217761.0
3.7156941890716553,3,5,PLAY,Writing,255865.0
4.010447025299072,4,4,PLAY,StillPlaying,88783.0
4.610376834869385,4,5,PLAY,Writing,323047.0
6.636141777038574,6,6,PLAY,Writing,378355.0
8.010177373886108,8,5,PLAY,StillPlaying,128503.0
9.051371097564697,9,6,PLAY,Writing,509091.0
11.652567625045776,11,7,PLAY,Writing,577751.0
12.01002836227417,12,6,PLAY,StillPlaying,177437.0
15.218127489089966,15,7,PLAY,Writing,782553.0
16.010149240493774,16,6,PLAY,StillPlaying,217761.0
20.010197639465332,20,5,PLAY,StillPlaying,255865.0
20.086222887039185,20,6,PLAY,Writing,1008699.0
23.80035638809204,23,7,PLAY,Writing,782553.0
24.010637998580933,24,6,PLAY,StillPlaying,323047.0
28.010062217712402,28,5,PLAY,StillPlaying,378355.0
28.637588262557983,28,6,PLAY,Writing,1008699.0
32.01034331321716,32,5,PLAY,StillPlaying,509091.0
32.26576519012451,32,6,PLAY,Writing,782553.0
34.8885657787323,34,7,PLAY,Writing,1008699.0
36.01058650016785,36,6,PLAY,StillPlaying,577751.0
37.8200409412384,37,7,PLAY,Writing,782553.0
40.01005983352661,40,6,PLAY,StillPlaying,782553.0
42.442352056503296,42,7,PLAY,Writing,1008699.0
44.0100634098053,44,6,PLAY,StillPlaying,1008699.0
45.57499957084656,45,7,PLAY,Writing,782553.0
48.01007008552551,48,6,PLAY,StillPlaying,782553.0
49.63263940811157,49,7,PLAY,Writing,1008699.0
52.010135889053345,52,6,PLAY,StillPlaying,1008699.0
53.49266743659973,53,7,PLAY,Writing,782553.0
56.010762453079224,56,6,PLAY,StillPlaying,782553.0
58.23705315589905,58,7,PLAY,Writing,1008699.0
60.010085582733154,60,6,PLAY,StillPlaying,1008699.0
61.07592415809631,61,7,PLAY,Writing,782553.0
64.01006269454956,64,6,PLAY,StillPlaying,782553.0
64.23936152458191,64,7,PLAY,Writing,1008699.0
66.84067225456238,66,8,PLAY,Writing,782553.0
68.01011228561401,68,7,PLAY,StillPlaying,1008699.0
69.7903504371643,69,8,PLAY,Writing,1008699.0
72.01025247573853,72,7,PLAY,StillPlaying,782553.0
76.01007509231567,76,6,PLAY,StillPlaying,1008699.0
80.0100646018982,80,5,PLAY,StillPlaying,782553.0
84.01065874099731,84,4,PLAY,StillPlaying,1008699.0
88.01006388664246,88,3,PLAY,StillPlaying,782553.0
91.35292482376099,91,4,PLAY,Writing,782553.0
92.01011514663696,92,3,PLAY,StillPlaying,1008699.0
96.01012563705444,96,2,PLAY,StillPlaying,782553.0
100.01013278961182,100,1,PLAY,StillPlaying,1008699.0
104.01006293296814,104,0,PLAY,StillPlaying,782553.0
104.64582657814026,104,1,PLAY,Writing,323047.0
108.01007461547852,108,0,PLAY,StillPlaying,323047.0
112.01037859916687,112,0,BUFFERING,Play-Buffering,0
113.77302575111389,112,1,BUFFERING,Writing,217761.0
113.77615213394165,112,1,PLAY,Buffering-Play,0
113.77676010131836,112,0,PLAY,StillPlaying,217761.0
117.77737092971802,116,0,BUFFERING,Play-Buffering,0
119.82623195648193,116,1,BUFFERING,Writing,128503.0
119.829669713974,116,1,PLAY,Buffering-Play,0
119.83035373687744,116,0,PLAY,StillPlaying,128503.0
123.83105945587158,120,0,BUFFERING,Play-Buffering,0
127.80031108856201,120,1,BUFFERING,Writing,177437.0
127.80383491516113,120,1,PLAY,Buffering-Play,0
127.8045494556427,120,0,PLAY,StillPlaying,177437.0
131.8062617778778,124,0,BUFFERING,Play-Buffering,0
131.84120631217957,124,1,BUFFERING,Writing,88783.0
131.84666275978088,124,1,PLAY,Buffering-Play,0
131.8483443260193,124,0,PLAY,StillPlaying,88783.0
133.68909907341003,125,1,PLAY,Writing,45226.0
135.85138845443726,128,0,PLAY,StillPlaying,45226.0
137.26273608207703,129,1,PLAY,Writing,88783.0
138.48774695396423,130,2,PLAY,Writing,45226.0
138.85272097587585,131,3,PLAY,Writing,88783.0
139.44937324523926,131,4,PLAY,Writing,128503.0
139.85142374038696,132,3,PLAY,StillPlaying,88783.0
140.13605046272278,132,4,PLAY,Writing,177437.0
140.8611147403717,133,5,PLAY,Writing,217761.0
142.02130794525146,134,6,PLAY,Writing,255865.0
142.91073846817017,135,7,PLAY,Writing,323047.0
143.8513753414154,136,6,PLAY,StillPlaying,45226.0
144.48815941810608,136,7,PLAY,Writing,378355.0
146.45518255233765,138,8,PLAY,Writing,509091.0
147.8514585494995,140,7,PLAY,StillPlaying,88783.0
148.4230878353119,140,8,PLAY,Writing,577751.0
151.30614495277405,143,9,PLAY,Writing,782553.0
151.85129523277283,144,8,PLAY,StillPlaying,128503.0
155.85137963294983,148,7,PLAY,StillPlaying,177437.0
155.9796392917633,148,8,PLAY,Writing,1008699.0
159.4692027568817,151,9,PLAY,Writing,782553.0
159.85130500793457,152,8,PLAY,StillPlaying,217761.0
163.852064371109,156,7,PLAY,StillPlaying,255865.0
164.30359315872192,156,8,PLAY,Writing,1008699.0
166.94004464149475,159,9,PLAY,Writing,782553.0
167.8514425754547,160,8,PLAY,StillPlaying,323047.0
171.3848865032196,163,9,PLAY,Writing,1008699.0
171.8518569469452,164,8,PLAY,StillPlaying,378355.0
174.07729291915894,166,9,PLAY,Writing,782553.0
175.8514392375946,168,8,PLAY,StillPlaying,509091.0
178.09566473960876,170,9,PLAY,Writing,1008699.0
179.85143280029297,172,8,PLAY,StillPlaying,577751.0
